gene_id,SRR22458540,SRR22458547,SRR7780828,SRR7780898,SRR7819748,SRR7819792,SRR7819798,SRR7819835,SRR7819862,SRR7819901,SRR7819906,SRR7819938
ARFGEF1,727,921,9510,5783,3057,4318,3034,1966,3051,2920,3118,3354
PREX2,744,355,6763,4449,80,3295,1360,1827,2000,581,3299,1219
C29H8orf34,6,5,2212,1592,14,19,5,2,35,14,39,247
SULF1,170,176,3213,1879,17,2273,1423,574,1163,51,1673,454
SLCO5A1,92,16,3570,2124,81,160,458,0,82,47,69,431
PRDM14,0,0,1869,1255,0,0,0,0,0,0,0,0
NCOA2,697,614,6345,3699,1620,2871,1145,1959,759,100,1617,1030
TRAM1,693,1280,1085,810,3266,9279,6591,1999,13567,2729,4778,4191
XKR9,0,0,3090,1725,9,20,2,0,42,19,14,5
LACTB2,152,346,1487,862,1949,3855,3045,1477,9774,1820,5130,2195
EYA1,6,4,3067,1999,0,15,17,108,32,38,31,0
MSC,15,9,721,404,10,117,160,121,275,310,180,62
TERF1,78,168,1734,1201,408,944,722,153,2289,267,861,574
KCNB2,10,7,1026,624,8,50,102,19,137,410,76,6
SBSPON,44,29,890,535,99,357,3072,5,1684,716,1358,455
C29H8orf89,0,0,0,16,23,6,12,0,10,66,0,0
RDH10,105,171,1188,660,3498,1419,15683,252,2235,2076,899,866
RPL7,4025,12365,404,217,182468,86200,103033,115121,284146,226778,214804,151570
STAU2,166,673,3214,2113,1366,2385,1649,1535,2159,981,1609,1892
UBE2W,248,245,1038,681,622,1825,1509,541,2992,2042,1407,1003
ELOC,85,98,415,198,969,1184,1556,2149,3475,2880,1700,2372
TMEM70,55,76,1005,637,594,898,1224,637,2434,2138,852,954
LY96,11,48,1139,646,177,721,692,599,1749,1401,724,1112
JPH1,28,10,3559,1920,66,53,55,70,303,64,48,26
PI15,363,1092,1331,883,41,1404,168,218,1628,423,402,404
CRISPLD1,5,15,2969,1831,0,40,19,0,124,40,29,17
ZFHX4,567,215,15955,10820,19,600,216,2058,357,1220,359,64
PEX2,153,239,1523,994,2219,2577,2087,2364,5653,2328,3018,2156
PKIA,244,277,557,351,582,1244,1940,7562,3631,3933,631,182
ZC2HC1A,129,99,1802,1099,388,480,446,330,785,765,645,266
IL7,10,11,786,526,36,97,76,29,106,16,90,42
STMN2,0,0,885,613,24,3,0,0,0,12,0,163
HEY1,18,22,802,437,378,110,100,69,131,34,147,96
MRPS28,58,99,421,314,796,629,939,1011,2081,1423,1033,1298
TPD52,369,1003,776,480,2269,3656,4525,2919,6201,2401,1746,2606
ZBTB10,335,680,2836,1863,966,1882,1900,648,2783,3469,1530,414
ZNF704,96,60,1454,782,900,477,662,632,399,1308,893,159
PAG1,366,84,1769,1087,613,921,387,227,374,518,572,1276
FABP5,520,358,160,116,1835,965,3212,39539,3508,1424,3676,27865
FABP9,83,11,1046,592,117,0,0,0,14,17,0,10178
FABP4,6821,2700,259,163,4199,3732,11721,861898,22066,8456,124528,7453
IMPA1,158,262,1698,914,899,1086,1625,995,2534,678,1548,1165
ZFAND1,133,214,1733,1050,947,861,704,684,2217,650,1173,852
CHMP4C,173,484,1082,703,2629,1059,491,663,3150,296,1569,4147
SNX16,83,142,1860,1177,358,563,392,496,1002,371,774,418
RALYL,0,0,476,438,13,8,0,19,0,0,8,16
LRRCC1,164,213,3894,2569,584,1016,946,844,2115,823,682,772
E2F5,41,101,1220,799,677,653,891,424,1337,708,548,307
RBIS,38,75,0,4,1153,806,1180,1617,2438,3412,1532,1633
CA13,231,45,995,622,161,131,331,1553,447,345,575,4224
CA1,0,0,1241,784,0,0,0,0,0,0,0,0
CA2,18,209,818,543,41,139,53,0,633,55,65,429
PSKH2,6,0,1595,1043,0,8,0,26,35,39,27,22
ATP6V0D2,8,0,1472,885,0,30,65,135,290,35,148,131
SLC7A13,6,0,0,5,0,7,0,0,51,5,23,22
RMDN1,129,202,1143,787,890,808,687,1881,1763,1605,1092,784
WWP1,886,941,4714,2891,3559,6102,3532,4322,6689,2753,5757,3002
CNBD1,7,0,2637,1674,0,0,5,0,0,0,0,32
MMP16,275,263,2041,1356,6,444,383,0,1028,1285,734,129
RIPK2,96,70,2587,1722,661,1099,653,439,1216,1408,466,794
OSGIN2,35,54,2715,1579,692,741,664,59,1069,388,548,798
NBN,196,371,3142,1946,1811,2052,1830,3233,3500,3202,1847,689
DECR1,60,203,1173,695,2476,1077,1557,852,3506,1140,2149,2443
CALB1,0,0,1286,859,0,0,9,0,0,0,0,0
TMEM64,281,705,987,675,2740,3242,1746,1160,3436,1326,1647,1049
C29H8orf88,0,4,0,5,291,39,33,0,40,0,33,35
NECAB1,20,7,1202,783,69,15,19,60,50,23,54,22
PIP4P2,68,149,933,567,322,568,363,173,1370,221,452,447
OTUD6B,176,254,1581,980,633,1508,1250,693,2194,279,1192,1105
SLC26A7,67,383,3103,1967,101,849,478,0,1815,724,944,331
RUNX1T1,259,147,1693,1044,15,531,393,249,510,1948,566,103
TRIQK,82,56,6,4,390,290,451,168,790,486,532,99
RBM12B,286,402,4328,2701,1072,1263,998,445,1512,948,1211,464
CIBAR1,69,48,1406,964,284,296,396,884,855,389,859,303
TMEM67,75,116,5730,3561,971,689,727,222,1351,377,979,329
PDP1,302,471,3038,1900,1183,3007,3581,2720,5972,5727,7645,1868
CDH17,0,0,3452,2172,0,30,9,47,150,17,54,0
GEM,53,105,1513,833,698,1247,1723,1373,4825,9800,2190,1042
RAD54B,16,20,4006,2456,18,29,75,44,116,41,61,18
VIRMA,704,931,7908,5172,5403,4482,4569,6182,5989,5811,5709,3756
ESRP1,469,850,1960,1256,5241,3572,2755,9,6539,3929,2229,6728
DPY19L4,434,510,3370,2120,1261,2293,1913,855,2888,572,1379,765
INTS8,238,277,4142,2559,2277,1461,2145,1402,2891,3751,2185,2276
CCNE2,44,58,1437,930,237,149,378,32,825,59,145,218
TP53INP1,411,420,1172,749,532,845,1199,397,1879,4373,1297,1202
NDUFAF6,73,66,1124,678,580,485,683,1102,1122,1373,1014,987
PLEKHF2,194,304,21,15,1334,1730,1485,713,3064,1727,1703,1706
C29H8orf37,13,11,444,317,1059,450,596,581,807,1392,879,425
LPCAT4,154,82,1265,588,1688,946,1483,1200,2313,5278,2394,1242
NUTM1,0,0,3384,1851,50,16,33,0,9,31,34,13
NOP10,74,186,200,130,1594,1452,2527,2204,2661,2157,1955,3184
SLC12A6,502,361,4515,2759,1810,2594,2085,2966,2691,1415,3148,1262
EMC4,110,155,648,412,2235,1978,2748,4047,4101,5464,3676,3532
KATNBL1,137,198,1303,851,301,946,645,190,1091,129,516,648
EMC7,138,210,978,591,1607,1782,2214,2289,5887,2103,3278,3716
CHRM5,25,13,5,5,0,0,13,0,0,0,5,3
RYR3,123,262,16571,10167,197,342,129,71,553,167,334,106
AVEN,112,91,8,11,1088,862,1577,3981,1842,1953,2005,1322
GREM1,220,49,631,310,30,1341,934,3496,1070,219,994,2186
SCG5,6,33,673,402,1025,169,941,0,941,927,467,266
FMN1,534,525,5175,3471,4115,2845,1489,301,1608,738,1125,1274
ACTC1,5,0,1084,672,0,0,0,0,212,0,0,176
ZNF770,266,339,6526,3382,827,1828,1250,403,2519,498,1678,1217
AQR,591,602,6592,3824,3531,3453,2861,2282,4248,2762,3467,2677
DPH6,91,141,1994,866,555,484,527,411,1344,495,878,593
CDIN1,131,105,1560,957,432,546,537,445,856,750,682,383
MEIS2,69,37,2298,1466,17,317,425,1061,425,647,627,106
TMCO5A,0,5,1328,820,0,0,2,0,0,0,4,0
SPRED1,517,678,2488,1393,442,2642,2351,611,3990,4278,1901,807
FAM98B,115,85,1371,1029,1025,1322,1450,979,2831,767,1156,1500
RASGRP1,56,31,1892,1071,818,518,470,23,119,281,221,679
FSIP1,0,6,3245,1761,47,35,49,24,119,36,33,15
THBS1,1030,2122,3782,2399,10027,29098,27499,66148,18171,4567,14650,9284
GPR176,73,64,2786,1627,372,299,310,274,112,560,399,277
EIF2AK4,451,465,7187,4391,3191,2994,3292,2252,4101,3913,4763,2138
SRP14,89,182,242,161,1156,1684,2136,2289,5474,1962,3527,3735
BMF,132,311,807,568,1056,2194,1197,628,2118,1668,3081,495
BUB1B,58,230,4112,2650,144,158,635,144,2004,69,156,622
ANKRD63,2,0,1871,796,0,0,0,0,0,0,0,11
PAK6,67,104,2370,1248,771,531,448,0,792,551,617,969
PLCB2,92,58,3277,1851,520,1429,801,1332,1256,1293,1261,756
INAFM2,37,100,34,31,1000,579,923,1882,1085,1433,672,717
CCDC9B,272,99,1700,929,3456,2048,2363,1515,1737,2897,3130,2403
DISP2,12,2,7014,3496,0,0,0,0,0,0,0,0
KNSTRN,30,54,1093,640,172,93,369,31,1038,164,78,198
IVD,274,323,1487,751,2618,2470,3656,10548,4768,4448,6029,2484
CHST14,50,64,2505,1186,959,762,1683,728,1359,3867,1211,556
BAHD1,138,172,3353,1688,1384,1368,1438,1209,1525,1859,1686,963
CCDC32,55,64,517,346,746,648,684,814,1601,2152,1559,1844
RPUSD2,41,49,2323,1095,383,422,296,326,455,432,397,785
KNL1,140,345,12448,8214,133,255,478,116,1171,48,122,355
RAD51,26,39,1214,767,194,97,502,313,777,160,104,445
RMDN3,191,191,1241,737,1397,1376,1547,6806,2248,2137,1818,1838
ZFYVE19,45,94,1106,567,1006,469,678,502,1222,1683,637,560
GCHFR,51,47,220,111,613,583,1955,5919,1622,4737,1233,1532
C30H15orf62,104,57,1585,956,659,715,604,815,851,1739,676,1647
DNAJC17,22,35,731,402,820,430,524,378,1072,1479,937,514
SPINT1,168,515,1369,691,24771,7548,12754,1238,11374,11470,9973,6519
RHOV,134,123,1048,580,17780,1299,5713,35,4186,12325,2591,4496
VPS18,101,164,4804,2667,1088,1320,1600,1602,1873,2065,1208,1460
DLL4,155,115,2902,1130,117,1315,876,1923,1345,1117,4641,667
CHAC1,114,23,1101,537,36,41,261,72,95,353,175,421
INO80,328,380,4581,2871,2788,2168,1648,817,1848,1596,1744,1213
EXD1,23,40,3646,2232,315,359,250,325,338,336,457,106
CHP1,105,124,971,558,1023,1721,1371,3409,1706,168,1649,2244
NDUFAF1,45,67,1389,979,631,440,629,787,1355,887,875,888
OIP5,9,12,1100,723,25,8,101,0,188,13,6,39
NUSAP1,1024,1306,763,569,2696,4690,4695,5152,10635,5094,5722,5684
RTF1,318,288,2312,1332,2591,1985,1941,3151,2203,3634,2861,2044
RPAP1,220,194,3138,1714,2655,1557,1267,1298,1373,1664,2513,1466
TYRO3,201,178,2166,1137,3879,1064,1260,812,1626,2225,1319,2715
JMJD7,41,70,1486,686,488,365,360,655,574,1487,543,410
PLA2G4B,129,69,1877,1026,253,280,99,44,111,16,282,1891
SPTBN5,163,188,8704,4323,1151,639,286,350,390,541,486,3247
MGA,1042,1357,12922,8877,5892,4876,2960,1472,3019,4443,3963,1524
MAPKBP1,473,456,4546,2481,2819,2510,991,1420,1621,1367,2792,1522
EHD4,381,313,2307,1184,1584,4430,3939,3562,4533,3533,4914,4462
PLA2G4E,151,64,1982,1039,195,316,115,0,440,565,97,5939
PLA2G4D,11,0,2210,1185,34,176,307,0,180,216,13,2419
PLA2G4F,20,4,2006,1097,19,22,5,0,25,23,16,586
VPS39,451,340,2916,1796,3604,3462,2572,3721,3519,3810,3891,2803
CAPN3,31,24,2377,1398,230,153,202,35,420,1017,439,97
TMEM87A,478,1239,2243,1514,8729,7548,5942,3828,14994,5884,9787,5088
GANC,194,193,4589,2812,1332,1051,485,851,479,257,872,279
ZNF106,1269,662,9104,5523,2373,3979,2619,12088,3490,2312,3792,1424
SNAP23,200,269,626,480,1037,2287,1902,1372,3771,874,3275,1630
LRRC57,218,213,1044,648,1585,1931,1797,2065,3677,3282,3324,2098
HAUS2,59,72,1063,760,264,395,359,122,541,182,559,476
CDAN1,145,152,2086,1213,1657,1050,887,748,1312,1903,1396,682
STARD9,933,477,18184,11331,710,5084,2100,2514,2217,5444,7811,940
CCNDBP1,182,219,1519,899,1205,1429,1093,5676,3107,1816,3302,2313
EPB42,7,7,2000,1151,46,24,27,22,98,35,81,93
TGM5,155,33,2642,1472,66,11,0,0,101,13,28,5936
TTBK2,336,316,5633,3571,1435,1920,1478,1077,1619,3276,1673,635
UBR1,525,565,8318,5338,2000,3491,1799,1537,2489,1898,3317,1370
TMEM62,103,125,3732,2130,1058,1051,712,588,1459,1423,1190,1358
MAP1A,564,148,8143,5469,211,836,411,658,880,1789,500,887
ADAL,110,124,1795,1107,857,790,633,441,1389,976,1183,580
ZSCAN29,202,314,3903,2541,1203,1740,1515,782,1807,2672,1328,1200
TP53BP1,379,373,7595,4915,2853,2061,1845,1121,2457,1585,2435,1666
TUBGCP4,76,125,2779,1634,1146,779,897,708,1158,919,1348,1005
PPIP5K1,193,252,5651,3357,2272,1667,957,1834,1762,1323,1896,1374
STRC,18,0,4129,2296,16,29,38,167,15,68,19,13
ELL3,39,37,1981,1151,540,207,253,99,666,636,372,540
CATSPER2,13,19,1725,1131,108,141,91,279,124,201,131,54
PDIA3,1173,1949,2189,1348,13308,22037,30911,16404,60648,32376,30241,31072
SERINC4,162,153,1691,1064,1363,1249,775,1280,1595,1018,1424,819
WDR76,81,81,3480,2220,360,368,288,116,986,279,636,266
SERF2,536,585,55,39,9984,8452,17301,29910,32901,68968,28100,19655
HYPK,101,96,1260,799,1360,863,1289,1379,3061,2762,2375,2151
MFAP1,138,183,2363,1540,2215,1672,1560,1462,3202,1474,3121,2506
FRMD5,36,22,1604,980,87,40,17,0,34,61,105,61
GOLM2,354,468,1905,1284,922,2980,1690,1589,4828,509,3123,1286
CTDSPL2,342,422,2069,1315,1305,2013,1463,636,2794,1684,1754,890
SPG11,566,652,9452,5767,6494,5408,1643,1453,2922,1336,6607,1693
EIF3J,217,248,1329,833,1861,2188,2412,1683,4879,2209,1913,3551
B2M,928,1264,590,254,12387,57568,42816,39604,138608,7087,69795,59632
RNF4,31,27,777,567,198,966,526,936,1419,983,1491,939
TRIM69,0,0,1610,977,10,70,21,37,66,111,133,20
TERB2,0,0,761,597,0,0,0,0,9,7,0,0
SORD,301,167,1663,895,349,350,360,5452,1597,895,959,856
DUOX2,8,0,5211,2645,11,0,0,0,19,4,48,132
DUOXA2,2,0,1184,660,0,0,0,28,0,0,0,9
DUOXA1,57,8,960,478,207,62,159,92,176,1906,417,2973
DUOX1,410,60,3889,2113,482,205,404,74,845,3349,1420,6118
SHF,21,18,961,463,1220,139,261,78,191,447,436,1047
TRNAH-GUG,4,1,0,1,0,1,0,0,2,3,2,2
TRNAH-GUG,2,1,0,0,0,1,1,0,0,0,1,1
TRNAH-GUG,3,1,0,2,0,0,0,0,1,0,0,0
SPATA5L1,27,45,3008,1536,533,256,327,294,660,329,437,472
MIR147,2,5,0,0,671,381,3233,42,2137,2623,337,733
MIR147,1,1,0,0,1,1,1,1,4,1,1,1
SLC30A4,288,282,1964,1265,513,1915,1204,624,2494,1204,1210,1494
BLOC1S6,156,247,678,490,729,1514,1974,310,2623,692,1413,1022
SQOR,127,112,1728,1165,2372,1935,3002,2522,3270,2927,2500,2867
SEMA6D,285,306,5710,3459,179,2243,958,637,1610,1358,1572,272
SLC24A5,0,0,1031,437,0,1,0,0,1,145,1,45
MYEF2,161,350,5848,3584,522,1211,1707,491,3424,1873,1049,389
SLC12A1,4,7,5008,3028,0,13,0,0,0,16,0,0
DUT,67,153,667,389,1481,989,1611,871,4549,1735,1609,1371
CEP152,112,127,10763,5929,494,300,287,263,664,316,581,349
FBN1,9346,8644,11359,6853,475,21313,7161,34804,44457,22956,24414,15236
SHC4,39,222,2737,1702,169,899,897,185,2029,2161,426,452
EID1,791,873,810,407,8572,8605,9158,9283,20013,7259,15378,9626
SECISBP2L,1206,880,4901,3114,3509,5628,3472,6329,5685,3024,6602,3303
COPS2,388,592,2623,1541,3733,4510,4148,3863,8082,1677,7014,2815
DTWD1,131,105,1367,1068,1105,1093,1334,1595,3648,3012,2024,1474
GALK2,134,244,1648,991,2037,1550,1638,1571,2997,796,2469,1113
FAM227B,23,8,1984,1376,48,29,77,58,67,72,93,106
FGF7,113,10,962,716,76,1165,871,2076,3052,814,1489,844
SLC27A2,0,13,3144,1766,511,1022,119,0,460,249,289,7
HDC,13,18,2475,1453,4,75,57,0,229,177,63,192
ATP8B4,85,46,5448,3501,86,674,296,407,791,266,404,242
MIR8791A,0,0,2,0,0,0,0,0,0,0,0,0
GABPB1,99,267,1802,1035,892,1308,1123,462,1922,595,1329,671
USP50,0,5,1638,926,0,4,0,0,0,0,0,0
USP8,479,736,3986,2885,5249,4935,3042,2738,6518,3070,6406,3234
TRPM7,714,858,9610,6094,2073,2966,1999,782,4091,779,2798,1480
SPPL2A,501,1410,2317,1577,3365,6189,3575,1855,5864,1070,3244,2082
AP4E1,287,401,6317,3805,1456,1917,1445,676,1903,1493,1298,984
TNFAIP8L3,304,88,713,447,819,1527,2383,200,4849,4202,7167,10978
CYP19A1,5,0,2374,1400,0,7,0,0,0,0,0,10
GLDN,112,43,2372,1225,102,625,813,799,786,1420,875,1117
SCG3,32,13,1833,1220,0,165,474,75,903,115,1180,199
DMXL2,146,115,17299,10714,19,713,715,922,683,173,881,159
LYSMD2,19,13,994,539,217,307,618,137,717,1331,888,261
TMOD2,278,91,1403,944,53,638,272,352,447,366,1370,268
TMOD3,625,1499,1250,827,6163,7733,6735,1558,12594,2254,6477,3662
LEO1,138,268,4803,2469,1961,1618,1472,731,4216,2736,2430,2120
MAPK6,439,650,3849,2641,1585,3218,3313,947,5175,1045,1859,4710
GNB5,113,128,1446,880,426,889,863,1043,2257,3528,2308,511
MYO5C,98,1286,6190,3641,2284,5406,2446,28,4083,1317,4758,1048
MYO5A,566,257,7158,4464,1783,3791,2430,3338,3387,2390,2770,3803
ARPP19,571,557,350,183,2304,4387,4993,1852,7621,5118,4353,3612
FAM214A,487,513,6768,4230,3939,3898,3543,1395,6626,10294,4464,2600
WDR72,1,14,5193,3421,207,77,54,244,104,51,80,2
UNC13C,8,99,10558,6824,42,76,50,45,62,49,51,0
RSL24D1,359,455,478,382,2423,2676,2420,1988,6042,2262,3740,2376
RAB27A,50,203,1066,677,596,1589,725,163,1486,402,2170,639
PIGBOS1,28,38,0,2,490,554,725,501,1730,633,905,1280
PIGB,73,85,2207,1318,737,566,730,336,1775,1792,987,545
CCPG1,497,977,5959,3125,1674,5218,3147,3946,7170,2495,6824,2403
C30H15orf65,0,0,10,9,21,24,34,31,57,28,67,6
DNAAF4,0,9,2167,1282,63,59,81,0,124,46,160,26
MIR628,1,1,94,63,0,2,0,0,0,0,0,0
MIR628,1,1,1,1,0,1,0,0,0,0,0,0
PYGO1,395,362,2923,1752,245,1013,716,282,1238,559,765,344
PRTG,36,52,4868,3026,0,91,40,0,95,72,21,15
NEDD4,486,375,8193,4720,1131,2849,1274,1876,3194,2041,3767,1023
RFX7,294,196,10214,5549,1090,1802,1095,395,1303,231,1490,417
TEX9,8,35,1459,1031,90,136,161,0,636,261,173,85
MNS1,50,55,2730,1408,365,366,385,292,1295,630,749,337
ZNF280D,362,419,6688,3839,825,1718,1164,696,2094,1701,1671,501
TCF12,656,895,3021,2015,2286,4459,3133,2324,5421,2685,5147,3168
CGNL1,284,1390,3789,2130,7507,7874,3497,878,7388,2731,7405,2031
POLR2M,210,337,2037,1287,2237,2375,1939,1901,4017,2352,2998,1558
ALDH1A2,11,0,1847,1109,382,237,396,55,403,1252,6207,213
AQP9,62,14,1195,730,196,890,2035,685,976,1876,2540,3215
LIPC,25,5,1362,781,18,92,128,153,202,173,490,64
ADAM10,465,815,3503,2007,999,4676,5893,1737,5526,1989,4797,2030
MINDY2,513,559,2105,1439,157,1467,1204,1269,1851,862,1663,503
FAM81A,86,43,1131,839,297,85,163,50,248,24,70,185
GCNT3,3,16,1718,1032,0,33,7,0,1574,3,3,21
SLTM,629,1213,5361,3427,2607,4494,3477,2231,7610,2972,6220,5247
RNF111,213,213,4341,3099,541,1150,980,876,1380,710,1224,735
CCNB2,20,73,1847,997,126,75,453,113,1432,202,55,405
MYO1E,493,733,4505,2473,3621,3616,3546,2660,5402,2732,4433,7798
GTF2A2,97,161,270,201,1094,1351,1591,1687,5626,1120,2445,2281
BNIP2,705,844,2208,1249,1833,5891,3284,2467,8077,4071,4843,3164
ANXA2,3814,2431,684,482,67166,41276,67235,82624,124078,57531,93019,140103
ICE2,100,124,4811,3013,776,990,800,815,1334,800,901,474
RORA,146,170,9,8,266,437,238,83,575,543,293,130
C2CD4A,7,30,45,21,142,195,152,53,250,420,89,218
C2CD4B,2,0,0,0,0,0,0,0,0,0,0,14
VPS13C,1842,2799,19016,11531,5688,7848,3310,3129,5108,1368,4371,2580
TLN2,836,830,7461,4398,3564,2313,1787,8767,2118,1377,1871,1330
MIR190A,0,1,1,1,0,0,0,0,0,0,0,0
MIR190A,1,1,26,11,0,0,0,0,0,0,0,0
TPM1,851,4196,1424,779,92912,39877,46167,9257,78418,72346,29720,19672
LACTB,127,200,1571,1064,419,1701,775,1075,2767,686,873,1381
RPS27L,292,588,4,7,7939,4199,6011,7576,16950,12921,12549,9061
RAB8B,576,368,1117,784,544,2992,2466,2008,4279,787,2456,1447
APH1B,38,34,1002,532,358,440,220,272,214,126,468,110
CA12,110,32,1155,542,365,1893,1740,702,1704,2435,3540,2742
USP3,469,525,2314,1426,2671,2963,2706,2463,4028,4042,3153,2578
FBXL22,10,31,382,186,17,98,71,0,75,5,89,32
HERC1,1530,1541,21883,13946,5496,5813,3123,3316,3378,1856,5431,3354
CIAO2A,102,86,645,354,904,1249,1785,4463,3734,3216,2438,2081
DAPK2,119,84,1867,1162,291,158,217,481,389,922,487,1301
SNX1,244,407,1484,913,5244,3574,3426,3531,6376,5563,5273,4054
SNX22,44,20,1177,622,1470,687,153,110,279,5504,1399,909
PPIB,715,1341,399,259,11482,11622,24459,19158,48210,51701,27341,25440
TRIP4,138,135,1770,1278,1328,1084,1143,1448,2546,1610,2203,1767
CSNK1G1,288,264,1991,1269,1710,1972,1598,561,1372,2135,1535,954
PCLAF,44,117,529,375,108,146,1005,78,3614,34,74,290
OAZ2,279,315,420,258,2956,3068,4421,2765,7766,7961,6656,7196
ZNF609,520,649,4981,3066,2757,3727,2699,2162,2108,4006,3214,1279
RBPMS2,22,10,459,301,56,206,128,4285,240,663,130,158
PIF1,15,27,1880,831,56,57,78,30,150,165,131,61
PLEKHO2,212,163,2155,1065,550,2077,2211,3100,3151,1532,5094,1603
ANKDD1A,16,18,1363,783,195,93,51,79,309,532,988,17
SPG21,124,226,1079,817,1555,926,1637,1534,2980,1748,2425,1664
TRNAK-UUU,0,1,0,0,0,0,0,0,0,0,0,0
KBTBD13,2,0,18,38,66,15,35,86,85,13,15,4
SLC51B,11,17,396,318,74,151,129,106,109,144,92,22
MTFMT,32,39,1453,869,550,296,474,473,968,471,847,399
RASL12,115,432,587,332,2625,2683,7592,3807,4518,6484,4635,1018
UBAP1L,8,22,975,528,481,275,1056,348,393,1613,350,133
PDCD7,63,84,1261,602,818,613,797,375,1354,1548,1202,881
CLPX,529,873,3342,2035,2190,3904,2338,3057,6721,1179,3421,2743
CILP,374,578,4258,2358,100,2079,509,6420,6520,1468,7415,1481
PARP16,61,35,863,607,1055,938,950,1968,1288,1304,1311,655
DPP8,496,561,4154,2565,3185,3989,2777,1562,4080,2358,3153,2260
IGDCC3,6,12,1907,977,249,131,281,67,294,546,361,96
IGDCC4,255,111,3703,1832,188,431,420,404,555,621,150,116
SLC24A1,14,0,3667,2512,9,10,36,4,21,169,3,0
INTS14,121,185,2137,1347,1936,996,1372,614,2786,2099,1923,2477
HACD3,487,348,1675,958,1672,2265,3288,888,4249,2239,2588,4283
DENND4A,398,344,10064,6198,923,2768,1918,1563,2879,1026,4534,957
MEGF11,70,48,3199,1717,91,30,36,0,21,32,23,101
RAB11A,328,496,1414,844,7576,5215,6384,3950,8545,5413,9111,10747
DIS3L,402,410,3165,2161,2710,2887,2693,6276,4576,3916,4229,2701
TIPIN,59,89,1453,872,677,621,890,390,3025,748,961,851
TRNAR-CCU,0,1,0,2,0,0,0,0,0,0,0,0
SNAPC5,18,41,658,332,428,588,419,361,540,296,613,244
MAP2K1,352,402,1548,884,1969,4393,3160,3666,6454,3551,3672,4213
RPL4,4506,14341,711,546,143097,98005,90512,127168,220945,156618,143077,125917
ZWILCH,52,67,3656,2257,190,285,402,147,474,85,259,231
LCTL,10,0,2159,1156,29,32,49,10,102,49,37,43
SMAD6,41,11,1677,739,406,261,349,882,302,530,335,441
SMAD3,78,163,1094,539,727,1002,686,442,256,62,618,201
AAGAB,202,428,888,654,2171,2016,2707,2694,4334,2751,2499,2960
C30H15orf61,9,32,833,384,337,159,232,80,418,250,244,98
IQCH,2,2,4868,3053,8,32,5,0,0,0,23,0
MAP2K5,140,169,1930,1181,1050,1018,941,1455,1252,2348,1024,736
CALML4,15,23,661,332,129,454,446,1969,1121,889,985,479
PIAS1,276,338,2885,1761,1950,2529,1870,959,2451,1582,2547,1519
CLN6,24,120,848,405,782,670,955,916,1364,2410,556,858
FEM1B,767,1118,3920,2369,2723,3477,3492,1279,4925,4070,2459,3296
ITGA11,515,104,3277,1790,41,141,232,1595,1516,618,1543,515
CORO2B,52,35,1563,825,80,940,448,780,1377,3771,1492,762
ANP32A,127,252,708,410,2454,2025,2988,3323,7312,4152,3969,4533
NOX5,13,264,2072,1092,30,315,410,46,217,543,39,46
SPESP1,35,155,1309,1245,212,315,310,446,973,285,420,195
GLCE,442,334,3014,1935,3001,1648,2394,4716,3933,2026,2427,1978
PAQR5,122,67,1527,841,2919,495,1425,167,1788,1108,863,685
KIF23,66,76,3675,2374,255,123,909,118,1914,208,139,693
RPLP1,3149,7954,18,5,199629,97591,112581,177208,268776,295923,230571,144929
TLE3,269,320,2843,1602,4477,2747,3036,2368,1953,3087,2639,2096
UACA,452,744,11144,5986,4753,3211,3166,5696,5108,2420,5564,2058
LARP6,260,127,2015,1046,1405,2069,1443,9240,2345,8382,6005,1496
THAP10,27,19,638,417,487,230,674,427,747,399,317,53
LRRC49,33,38,3993,2383,315,196,206,484,431,205,479,214
THSD4,302,43,1917,1146,84,762,1153,105,1502,1223,1275,1395
THSD4,64,10,480,309,0,66,57,0,72,33,76,116
GRAMD2A,10,0,394,239,115,95,71,11,255,435,505,73
MYO9A,1311,935,14035,8506,1702,2645,1882,1865,2057,2563,2918,1726
SENP8,25,68,1520,931,332,385,490,264,1218,276,555,608
CELF6,0,9,1039,612,110,29,59,30,16,40,0,63
PKM,578,550,543,278,9332,8228,18814,12847,19756,21915,11928,20695
PARP6,188,204,2222,1241,3153,1995,1477,1990,2609,4376,2919,1413
HEXA,398,541,2177,1272,3048,4959,6242,8153,11116,10497,7184,12650
BBS4,100,159,1614,976,2035,1481,1141,1338,2102,2172,2205,1052
ARIH1,892,1024,2840,1712,3713,4366,4080,2931,5280,6053,3804,5177
ADPGK,204,292,1681,909,2049,2080,2656,1667,3259,3286,2936,2085
NEO1,599,813,6363,3975,4892,2964,3149,2329,5266,4227,3464,1935
REC114,0,5,683,353,0,11,11,6,18,83,20,9
NPTN,368,579,1539,859,2705,3772,4532,1769,9148,8974,5614,4599
CD276,216,125,1254,634,1835,1392,2382,3803,3042,2636,1700,1951
INSYN1,8,3,1495,640,362,83,80,150,161,250,53,52
LOXL1,152,170,1124,559,3153,1857,9633,875,5462,4582,2731,2978
STOML1,50,137,765,425,1961,1558,5183,2207,2188,3691,1485,788
ISLR2,6,0,4675,2328,29,79,23,108,125,118,122,186
PML,140,136,4661,2293,6713,5167,9655,2760,4581,12145,4217,1848
ISLR,124,40,2609,1164,166,812,715,2270,2144,8998,2253,984
STRA6,6,28,1213,693,26,345,255,0,574,1131,118,63
